id,bsf_scheme_id,bsf_business_type_id
2041,342,2
2042,342,3
2043,342,4
2044,324,1
2045,324,2
2046,324,3
2047,324,4
2048,326,1
2049,326,2
2050,326,3
2051,346,6
2052,346,4
2053,331,1
2054,331,2
2055,331,3
2056,331,5
2057,343,1
2058,343,2
2059,343,3
2060,343,4
2061,345,6
2062,345,1
2063,345,2
2064,345,3
2065,345,4
2066,344,6
2067,344,1
2068,344,2
2069,344,3
2070,344,4
2071,335,6
2072,335,1
2073,335,2
2074,335,3
2075,335,4
2076,341,6
2077,341,1
2078,341,2
2079,341,3
2080,341,4
2081,332,1
2082,332,3
2083,332,4
2084,333,6
2085,333,1
2086,333,2
2087,333,3
2088,333,4
2089,334,6
2090,334,1
2091,334,3
2092,328,1
2093,328,2
2094,328,3
2095,328,4
2096,328,5
2097,323,2
2098,323,3
2099,339,6
2100,339,1
2101,339,2
2102,339,3
2103,337,6
2104,337,1
2105,337,2
2106,337,3
2107,338,6
2108,338,1
2109,338,2
2110,338,3
2111,336,6
2112,330,1
2113,330,2
2114,330,3
2115,330,4
2116,330,5
2117,329,1
2118,329,2
2119,329,3
2120,329,4
2121,329,5
2122,342,1
2123,342,2
2124,342,3
2125,342,4
2126,324,1
2127,324,2
2128,324,3
2129,324,4
2130,326,1
2131,326,2
2132,326,3
2133,346,6
2134,346,4
2135,331,1
2136,331,2
2137,331,3
2138,331,5
2139,343,1
2140,343,2
2141,343,3
2142,343,4
2143,345,6
2144,345,1
2145,345,2
2146,345,3
2147,345,4
2148,344,6
2149,344,1
2150,344,2
2151,344,3
2152,344,4
2153,335,6
2154,335,1
2155,335,2
2156,335,3
2157,335,4
2158,341,6
2159,341,1
2160,341,2
2161,341,3
2162,341,4
2163,370,6
2164,370,1
2165,370,2
2166,370,3
2167,370,4
2168,372,1
2169,372,2
2170,372,3
2171,350,6
2172,360,6
2173,360,1
2174,360,3
2175,360,4
2176,361,6
2177,361,1
2178,361,3
2179,361,4
2180,359,1
2181,359,2
2182,359,3
2183,357,6
2184,357,1
2185,357,2
2186,357,3
2187,357,4
2188,356,6
2189,356,1
2190,356,2
2191,356,3
2192,356,4
2193,358,1
2194,358,2
2195,358,3
2196,358,4
2197,355,1
2198,355,2
2199,355,3
2200,373,6
2201,373,1
2202,373,2
2203,373,3
2204,373,4
2205,371,1
2206,371,2
2207,371,3
2208,371,4
2209,371,5
2210,354,1
2211,354,2
2212,354,3
2213,366,1
2214,366,2
2215,366,3
2216,352,6
2217,351,1
2218,351,2
2219,351,3
2220,353,1
2221,353,2
2222,353,3
2223,362,6
2224,362,1
2225,362,2
2226,362,3
2227,368,1
2228,368,2
2229,368,3
2230,364,1
2231,364,2
2232,364,3
2233,364,4
2234,365,1
2235,365,2
2236,365,3
2237,363,1
2238,363,2
2239,363,3
2240,363,4
2241,367,1
2242,367,2
2243,367,3
2244,369,1
2245,369,2
2246,369,3
2247,369,4
2248,369,5
2249,370,6
2250,370,1
2251,370,2
2252,370,3
2253,370,4
2254,372,1
2255,372,2
2256,372,3
2257,350,6
2258,360,6
2259,360,1
2260,360,3
2261,360,4
2262,361,6
2263,361,1
2264,361,3
2265,361,4
2266,359,1
2267,359,2
2268,359,3
2269,357,6
2270,357,1
2271,357,2
2272,357,3
2273,357,4
2274,356,6
2275,356,1
2276,356,2
2277,356,3
2278,356,4
2279,358,1
2280,358,2
2281,358,3
2282,358,4
2283,355,1
2284,355,2
2285,355,3
2286,373,6
2287,373,1
2288,373,2
2289,373,3
2290,373,4
2291,371,1
2292,371,2
2293,371,3
2294,371,4
2295,371,5
2296,354,1
2297,354,2
2298,354,3
2299,366,1
2300,366,2
2301,366,3
2302,352,6
2303,351,1
2304,351,2
2305,351,3
2306,353,1
2307,353,2
2308,353,3
2309,362,6
2310,362,1
2311,362,2
2312,362,3
2313,368,1
2314,368,2
2315,368,3
2316,364,1
2317,364,2
2318,364,3
2319,364,4
2320,365,1
2321,365,2
2322,365,3
2323,363,1
2324,363,2
2325,363,3
2326,363,4
2327,367,1
2328,367,2
2329,367,3
2330,369,1
2331,369,2
2332,369,3
2333,369,4
2334,369,5
2335,381,1
2336,381,2
2337,381,3
2338,388,1
2339,388,2
2340,388,3
2341,388,4
2342,389,1
2343,389,2
2344,389,3
2345,389,4
2346,392,1
2347,392,2
2348,392,3
2349,392,4
2350,384,1
2351,384,2
2352,384,3
2353,384,4
2354,386,1
2355,386,2
2356,386,3
2357,386,4
2358,387,1
2359,387,2
2360,387,3
2361,387,4
2362,377,1
2363,377,2
2364,377,3
2365,377,4
2366,377,5
2367,375,6
2368,375,1
2369,375,2
2370,375,3
2371,391,1
2372,391,2
2373,391,3
2374,391,4
2375,390,1
2376,390,2
2377,390,3
2378,390,4
2379,385,1
2380,385,2
2381,385,3
2382,385,4
2383,394,1
2384,394,2
2385,394,3
2386,399,1
2387,399,2
2388,399,3
2389,383,6
2390,383,1
2391,383,2
2392,383,3
2393,398,1
2394,398,2
2395,398,3
2396,398,4
2397,398,5
2398,376,6
2399,376,1
2400,376,2
2401,376,3
2402,376,4
2403,374,6
2404,374,1
2405,374,2
2406,374,3
2407,374,4
2408,400,1
2409,400,2
2410,400,3
2411,382,1
2412,382,2
2413,382,3
2414,395,6
2415,393,1
2416,393,2
2417,393,3
2418,381,1
2419,381,2
2420,381,3
2421,388,1
2422,388,2
2423,388,3
2424,388,4
2425,389,1
2426,389,2
2427,389,3
2428,389,4
2429,392,1
2430,392,2
2431,392,3
2432,392,4
2433,384,1
2434,384,2
2435,384,3
2436,384,4
2437,386,1
2438,386,2
2439,386,3
2440,386,4
2441,387,1
2442,387,2
2443,387,3
2444,387,4
2445,377,1
2446,377,2
2447,377,3
2448,377,4
2449,377,5
2450,375,6
2451,375,1
2452,375,2
2453,375,3
2454,391,1
2455,391,2
2456,391,3
2457,391,4
2458,390,1
2459,390,2
2460,390,3
2461,390,4
2462,385,1
2463,385,2
2464,385,3
2465,385,4
2466,394,1
2467,394,2
2468,394,3
2469,399,1
2470,399,2
2471,399,3
2472,383,6
2473,383,1
2474,383,2
2475,383,3
2476,398,1
2477,398,2
2478,398,3
2479,398,4
2480,398,5
2481,376,6
2482,376,1
2483,376,2
2484,376,3
2485,376,4
2486,374,6
2487,374,1
2488,374,2
2489,374,3
2490,374,4
2491,400,1
2492,400,2
2493,400,3
2494,382,1
2495,382,2
2496,382,3
2497,395,6
2498,393,1
2499,393,2
2500,393,3
2501,423,6
2502,423,1
2503,423,2
2504,423,3
2505,405,6
2506,405,1
2507,405,2
2508,405,3
2509,413,6
2510,413,1
2511,413,2
2512,413,3
2513,412,6
2514,412,1
2515,412,2
2516,412,3
2517,412,4
2518,420,6
2519,410,1
2520,410,2
2521,410,3
2522,409,1
2523,409,2
2524,409,3
2525,409,4
2526,419,6
2527,419,1
2528,419,2
2529,419,3
2530,419,4
2531,417,6
2532,417,1
2533,417,2
2534,417,3
2535,406,1
2536,406,2
2537,406,3
2538,406,4
2539,406,5
2540,421,6
2541,421,1
2542,421,2
2543,421,3
2544,421,4
2545,402,6
2546,402,1
2547,402,2
2548,402,3
2549,400,6
2550,411,1
2551,411,2
2552,411,3
2553,401,4
2554,414,4
2555,408,6
2556,404,1
2557,404,2
2558,404,3
2559,424,1
2560,424,2
2561,424,3
2562,407,6
2563,407,1
2564,407,2
2565,407,3
2566,407,4
2567,426,1
2568,426,2
2569,426,3
2570,426,4
2571,418,6
2572,418,1
2573,418,2
2574,418,3
2575,418,4
2576,423,6
2577,423,1
2578,423,2
2579,423,3
2580,405,6
2581,405,1
2582,405,2
2583,405,3
2584,413,6
2585,413,1
2586,413,2
2587,413,3
2588,412,6
2589,412,1
2590,412,2
2591,412,3
2592,412,4
2593,420,6
2594,410,1
2595,410,2
2596,410,3
2597,409,1
2598,409,2
2599,409,3
2600,409,4
2601,419,6
2602,419,1
2603,419,2
2604,419,3
2605,419,4
2606,417,6
2607,417,1
2608,417,2
2609,417,3
2610,406,1
2611,406,2
2612,406,3
2613,406,4
2614,406,5
2615,421,6
2616,421,1
2617,421,2
2618,421,3
2619,421,4
2620,402,6
2621,402,1
2622,402,2
2623,402,3
2624,400,6
2625,411,1
2626,411,2
2627,411,3
2628,401,4
2629,414,4
2630,408,6
2631,404,1
2632,404,2
2633,404,3
2634,424,1
2635,424,2
2636,424,3
2637,407,6
2638,407,1
2639,407,2
2640,407,3
2641,407,4
2642,426,1
2643,426,2
2644,426,3
2645,426,4
2646,418,6
2647,418,1
2648,418,2
2649,418,3
2650,418,4
2651,432,1
2652,432,2
2653,432,3
2654,432,4
2655,431,1
2656,431,3
2657,431,4
2658,430,6
2659,430,1
2660,430,2
2661,430,3
2662,430,4
2663,452,1
2664,452,2
2665,452,3
2666,435,4
2667,435,5
2668,451,1
2669,451,2
2670,451,3
2671,451,4
2672,433,4
2673,433,5
2674,445,6
2675,445,1
2676,445,2
2677,445,3
2678,445,4
2679,429,6
2680,429,1
2681,429,2
2682,429,3
2683,442,1
2684,442,2
2685,442,3
2686,446,1
2687,446,2
2688,446,3
2689,446,4
2690,446,5
2691,444,6
2692,444,1
2693,444,2
2694,444,3
2695,436,4
2696,439,6
2697,439,1
2698,439,2
2699,439,3
2700,439,4
2701,449,1
2702,449,2
2703,449,3
2704,450,1
2705,450,2
2706,450,3
2707,427,6
2708,427,1
2709,427,2
2710,427,3
2711,441,6
2712,441,1
2713,441,2
2714,441,3
2715,437,1
2716,437,2
2717,437,3
2718,437,4
2719,434,1
2720,448,6
2721,448,1
2722,448,2
2723,448,3
2724,448,4
2725,432,1
2726,432,2
2727,432,3
2728,432,4
2729,431,1
2730,431,3
2731,431,4
2732,430,6
2733,430,1
2734,430,2
2735,430,3
2736,430,4
2737,452,1
2738,452,2
2739,452,3
2740,435,4
2741,435,5
2742,451,1
2743,451,2
2744,451,3
2745,451,4
2746,433,4
2747,433,5
2748,445,6
2749,445,1
2750,445,2
2751,445,3
2752,445,4
2753,429,6
2754,429,1
2755,429,2
2756,429,3
2757,442,1
2758,442,2
2759,442,3
2760,446,1
2761,446,2
2762,446,3
2763,446,4
2764,446,5
2765,444,6
2766,444,1
2767,444,2
2768,444,3
2769,436,4
2770,439,6
2771,439,1
2772,439,2
2773,439,3
2774,439,4
2775,449,1
2776,449,2
2777,449,3
2778,450,1
2779,450,2
2780,450,3
2781,427,6
2782,427,1
2783,427,2
2784,427,3
2785,441,6
2786,441,1
2787,441,2
2788,441,3
2789,437,1
2790,437,2
2791,437,3
2792,437,4
2793,434,1
2794,448,6
2795,448,1
2796,448,2
2797,448,3
2798,448,4
2799,452,6
2800,452,4
2801,474,6
2802,474,1
2803,474,2
2804,474,3
2805,474,4
2806,458,1
2807,458,2
2808,458,3
2809,453,6
2810,453,1
2811,453,2
2812,453,3
2813,453,4
2814,463,6
2815,463,1
2816,463,2
2817,463,3
2818,462,6
2819,462,1
2820,462,2
2821,462,3
2822,465,6
2823,465,1
2824,465,2
2825,465,3
2826,466,6
2827,466,1
2828,466,2
2829,466,3
2830,469,6
2831,469,1
2832,469,2
2833,469,3
2834,470,1
2835,470,2
2836,470,3
2837,470,4
2838,470,5
2839,472,1
2840,472,2
2841,472,3
2842,472,4
2843,472,5
2844,455,1
2845,455,2
2846,455,3
2847,455,4
2848,454,1
2849,454,2
2850,454,3
2851,454,4
2852,471,6
2853,471,1
2854,471,2
2855,471,3
2856,464,6
2857,464,1
2858,464,2
2859,464,3
2860,457,1
2861,457,2
2862,457,3
2863,459,1
2864,459,2
2865,459,3
2866,456,1
2867,456,2
2868,456,3
2869,461,1
2870,461,2
2871,461,3
2872,460,1
2873,460,2
2874,460,3
2875,473,1
2876,473,2
2877,473,3
2878,475,4
2879,475,5
2880,476,1
2881,476,2
2882,452,6
2883,452,4
2884,474,6
2885,474,1
2886,474,2
2887,474,3
2888,474,4
2889,458,1
2890,458,2
2891,458,3
2892,453,6
2893,453,1
2894,453,2
2895,453,3
2896,453,4
2897,463,6
2898,463,1
2899,463,2
2900,463,3
2901,462,6
2902,462,1
2903,462,2
2904,462,3
2905,465,6
2906,465,1
2907,465,2
2908,465,3
2909,466,6
2910,466,1
2911,466,2
2912,466,3
2913,469,6
2914,469,1
2915,469,2
2916,469,3
2917,470,1
2918,470,2
2919,470,3
2920,470,4
2921,470,5
2922,472,1
2923,472,2
2924,472,3
2925,472,4
2926,472,5
2927,455,1
2928,455,2
2929,455,3
2930,455,4
2931,454,1
2932,454,2
2933,454,3
2934,454,4
2935,471,6
2936,471,1
2937,471,2
2938,471,3
2939,464,6
2940,464,1
2941,464,2
2942,464,3
2943,457,1
2944,457,2
2945,457,3
2946,459,1
2947,459,2
2948,459,3
2949,456,1
2950,456,2
2951,456,3
2952,461,1
2953,461,2
2954,461,3
2955,460,1
2956,460,2
2957,460,3
2958,473,1
2959,473,2
2960,473,3
2961,475,4
2962,475,5
2963,476,1
2964,476,2
2965,484,1
2966,484,2
2967,484,3
2968,483,1
2969,483,2
2970,483,3
2971,483,4
2972,482,6
2973,493,6
2974,493,1
2975,493,2
2976,493,3
2977,493,4
2978,480,1
2979,480,2
2980,480,3
2981,480,4
2982,479,6
2983,479,1
2984,479,2
2985,479,3
2986,479,4
2987,488,6
2988,488,1
2989,488,2
2990,488,3
2991,481,6
2992,481,1
2993,481,2
2994,481,3
2995,492,6
2996,489,6
2997,489,1
2998,489,2
2999,489,3
3000,489,4
3001,486,6
3002,486,1
3003,486,2
3004,486,3
3005,487,6
3006,487,1
3007,487,2
3008,487,3
3009,487,4
3010,496,1
3011,496,3
3012,496,4
3013,485,6
3014,485,1
3015,485,2
3016,485,3
3017,500,1
3018,478,6
3019,478,1
3020,478,2
3021,478,3
3022,478,4
3023,498,6
3024,498,1
3025,498,2
3026,498,3
3027,499,6
3028,499,1
3029,499,2
3030,499,3
3031,497,6
3032,497,1
3033,497,2
3034,497,3
3035,491,1
3036,491,2
3037,491,3
3038,490,1
3039,490,2
3040,490,3
3041,490,4
3042,477,6
3043,477,1
3044,477,2
3045,477,3
3046,477,4
3047,476,3
3048,476,4
3049,494,1
3050,494,2
3051,494,3
3052,495,1
3053,495,2
3054,495,3
3055,484,1
3056,484,2
3057,484,3
3058,483,1
3059,483,2
3060,483,3
3061,483,4
3062,482,6
3063,493,6
3064,493,1
3065,493,2
3066,493,3
3067,493,4
3068,480,1
3069,480,2
3070,480,3
3071,480,4
3072,479,6
3073,479,1
3074,479,2
3075,479,3
3076,479,4
3077,488,6
3078,488,1
3079,488,2
3080,488,3
3081,481,6
3082,481,1
3083,481,2
3084,481,3
3085,492,6
3086,489,6
3087,489,1
3088,489,2
3089,489,3
3090,489,4
3091,486,6
3092,486,1
3093,486,2
3094,486,3
3095,487,6
3096,487,1
3097,487,2
3098,487,3
3099,487,4
3100,496,1
3101,496,3
3102,496,4
3103,485,6
3104,485,1
3105,485,2
3106,485,3
3107,500,1
3108,478,6
3109,478,1
3110,478,2
3111,478,3
3112,478,4
3113,498,6
3114,498,1
3115,498,2
3116,498,3
3117,499,6
3118,499,1
3119,499,2
3120,499,3
3121,497,6
3122,497,1
3123,497,2
3124,497,3
3125,491,1
3126,491,2
3127,491,3
3128,490,1
3129,490,2
3130,490,3
3131,490,4
3132,477,6
3133,477,1
3134,477,2
3135,477,3
3136,477,4
3137,476,3
3138,476,4
3139,494,1
3140,494,2
3141,494,3
3142,495,1
3143,495,2
3144,495,3
3145,514,4
3146,502,1
3147,502,2
3148,502,3
3149,502,4
3150,507,4
3151,507,5
3152,506,6
3153,506,1
3154,506,2
3155,506,3
3156,511,1
3157,511,2
3158,511,3
3159,511,4
3160,518,1
3161,518,2
3162,518,3
3163,522,1
3164,522,2
3165,522,3
3166,522,4
3167,522,5
3168,520,1
3169,520,2
3170,520,3
3171,520,4
3172,521,1
3173,521,2
3174,521,3
3175,521,4
3176,516,1
3177,516,2
3178,516,3
3179,500,2
3180,500,3
3181,500,4
3182,504,6
3183,504,1
3184,504,2
3185,504,3
3186,523,1
3187,523,2
3188,523,3
3189,523,4
3190,523,5
3191,512,6
3192,512,1
3193,512,2
3194,512,3
3195,508,1
3196,508,2
3197,508,3
3198,508,4
3199,505,1
3200,505,2
3201,505,3
3202,515,1
3203,515,2
3204,515,3
3205,519,1
3206,519,2
3207,519,3
3208,519,4
3209,519,5
3210,517,1
3211,517,2
3212,517,3
3213,517,4
3214,517,5
3215,510,1
3216,510,2
3217,510,3
3218,510,4
3219,510,5
3220,503,4
3221,503,5
3222,513,1
3223,513,2
3224,513,3
3225,501,6
3226,501,1
3227,501,2
3228,501,3
3229,501,4
3230,509,1
3231,509,2
3232,509,3
3233,509,4
3234,514,4
3235,502,1
3236,502,2
3237,502,3
3238,502,4
3239,507,4
3240,507,5
3241,506,6
3242,506,1
3243,506,2
3244,506,3
3245,511,1
3246,511,2
3247,511,3
3248,511,4
3249,518,1
3250,518,2
3251,518,3
3252,522,1
3253,522,2
3254,522,3
3255,522,4
3256,522,5
3257,520,1
3258,520,2
3259,520,3
3260,520,4
3261,521,1
3262,521,2
3263,521,3
3264,521,4
3265,516,1
3266,516,2
3267,516,3
3268,500,2
3269,500,3
3270,500,4
3271,504,6
3272,504,1
3273,504,2
3274,504,3
3275,523,1
3276,523,2
3277,523,3
3278,523,4
3279,523,5
3280,512,6
3281,512,1
3282,512,2
3283,512,3
3284,508,1
3285,508,2
3286,508,3
3287,508,4
3288,505,1
3289,505,2
3290,505,3
3291,515,1
3292,515,2
3293,515,3
3294,519,1
3295,519,2
3296,519,3
3297,519,4
3298,519,5
3299,517,1
3300,517,2
3301,517,3
3302,517,4
3303,517,5
3304,510,1
3305,510,2
3306,510,3
3307,510,4
3308,510,5
3309,503,4
3310,503,5
3311,513,1
3312,513,2
3313,513,3
3314,501,6
3315,501,1
3316,501,2
3317,501,3
3318,501,4
3319,509,1
3320,509,2
3321,509,3
3322,509,4
3323,527,1
3324,527,2
3325,527,3
3326,527,4
3327,527,5
3328,547,6
3329,547,1
3330,547,2
3331,547,3
3332,547,4
3333,546,1
3334,546,2
3335,546,3
3336,525,1
3337,525,2
3338,525,3
3339,525,4
3340,525,5
3341,526,1
3342,526,2
3343,526,3
3344,526,4
3345,529,6
3346,529,1
3347,529,2
3348,529,3
3349,529,4
3350,545,1
3351,545,2
3352,545,3
3353,544,1
3354,544,2
3355,544,3
3356,543,1
3357,543,2
3358,543,3
3359,537,1
3360,537,2
3361,537,3
3362,536,1
3363,536,2
3364,536,3
3365,535,1
3366,535,2
3367,535,3
3368,538,1
3369,538,2
3370,538,3
3371,533,1
3372,533,2
3373,533,3
3374,532,1
3375,532,2
3376,532,3
3377,540,1
3378,540,2
3379,540,3
3380,534,1
3381,534,2
3382,534,3
3383,541,1
3384,541,2
3385,541,3
3386,539,1
3387,539,2
3388,539,3
3389,542,1
3390,542,2
3391,542,3
3392,531,1
3393,531,2
3394,531,3
3395,524,1
3396,524,2
3397,524,3
3398,524,4
3399,524,5
3400,528,1
3401,528,2
3402,528,3
3403,528,4
3404,528,5
3405,527,1
3406,527,2
3407,527,3
3408,527,4
3409,527,5
3410,547,6
3411,547,1
3412,547,2
3413,547,3
3414,547,4
3415,546,1
3416,546,2
3417,546,3
3418,525,1
3419,525,2
3420,525,3
3421,525,4
3422,525,5
3423,526,1
3424,526,2
3425,526,3
3426,526,4
3427,529,6
3428,529,1
3429,529,2
3430,529,3
3431,529,4
3432,545,1
3433,545,2
3434,545,3
3435,544,1
3436,544,2
3437,544,3
3438,543,1
3439,543,2
3440,543,3
3441,537,1
3442,537,2
3443,537,3
3444,536,1
3445,536,2
3446,536,3
3447,535,1
3448,535,2
3449,535,3
3450,538,1
3451,538,2
3452,538,3
3453,533,1
3454,533,2
3455,533,3
3456,532,1
3457,532,2
3458,532,3
3459,540,1
3460,540,2
3461,540,3
3462,534,1
3463,534,2
3464,534,3
3465,541,1
3466,541,2
3467,541,3
3468,539,1
3469,539,2
3470,539,3
3471,542,1
3472,542,2
3473,542,3
3474,531,1
3475,531,2
3476,531,3
3477,524,1
3478,524,2
3479,524,3
3480,524,4
3481,524,5
3482,528,1
3483,528,2
3484,528,3
3485,528,4
3486,528,5
3487,549,1
3488,549,2
3489,549,3
3490,549,4
3491,549,5
3492,560,6
3493,560,1
3494,560,2
3495,560,3
3496,560,4
3497,567,1
3498,567,2
3499,567,3
3500,550,4
3501,550,5
3502,568,1
3503,568,2
3504,568,3
3505,559,1
3506,559,2
3507,559,3
3508,559,4
3509,566,1
3510,566,2
3511,566,3
3512,565,6
3513,564,1
3514,564,2
3515,564,3
3516,569,6
3517,571,6
3518,570,6
3519,557,6
3520,556,6
3521,555,6
3522,554,6
3523,552,6
3524,561,1
3525,561,2
3526,561,3
3527,563,4
3528,548,6
3529,548,1
3530,549,1
3531,549,2
3532,549,3
3533,549,4
3534,549,5
3535,560,6
3536,560,1
3537,560,2
3538,560,3
3539,560,4
3540,567,1
3541,567,2
3542,567,3
3543,550,4
3544,550,5
3545,568,1
3546,568,2
3547,568,3
3548,559,1
3549,559,2
3550,559,3
3551,559,4
3552,566,1
3553,566,2
3554,566,3
3555,565,6
3556,564,1
3557,564,2
3558,564,3
3559,569,6
3560,571,6
3561,570,6
3562,557,6
3563,556,6
3564,555,6
3565,554,6
3566,552,6
3567,561,1
3568,561,2
3569,561,3
3570,563,4
3571,548,6
3572,548,1
3573,575,1
3574,575,2
3575,575,3
3576,575,4
3577,590,6
3578,590,1
3579,590,2
3580,590,3
3581,590,4
3582,581,1
3583,581,2
3584,581,3
3585,586,1
3586,586,2
3587,586,3
3588,586,4
3589,577,1
3590,577,2
3591,577,3
3592,583,1
3593,583,2
3594,583,3
3595,583,4
3596,576,1
3597,576,2
3598,576,3
3599,580,1
3600,580,2
3601,580,3
3602,593,6
3603,593,1
3604,593,3
3605,592,6
3606,592,1
3607,592,2
3608,592,3
3609,579,6
3610,579,1
3611,579,2
3612,579,3
3613,591,6
3614,591,1
3615,591,3
3616,595,6
3617,595,1
3618,595,2
3619,595,3
3620,596,1
3621,596,2
3622,596,3
3623,596,4
3624,572,6
3625,573,6
3626,597,1
3627,597,2
3628,597,3
3629,597,4
3630,582,1
3631,582,2
3632,582,3
3633,582,4
3634,582,5
3635,589,1
3636,589,2
3637,589,3
3638,589,4
3639,588,6
3640,588,1
3641,588,2
3642,588,3
3643,587,1
3644,587,2
3645,587,3
3646,575,1
3647,575,2
3648,575,3
3649,575,4
3650,590,6
3651,590,1
3652,590,2
3653,590,3
3654,590,4
3655,581,1
3656,581,2
3657,581,3
3658,586,1
3659,586,2
3660,586,3
3661,586,4
3662,577,1
3663,577,2
3664,577,3
3665,583,1
3666,583,2
3667,583,3
3668,583,4
3669,576,1
3670,576,2
3671,576,3
3672,580,1
3673,580,2
3674,580,3
3675,593,6
3676,593,1
3677,593,3
3678,592,6
3679,592,1
3680,592,2
3681,592,3
3682,579,6
3683,579,1
3684,579,2
3685,579,3
3686,591,6
3687,591,1
3688,591,3
3689,595,6
3690,595,1
3691,595,2
3692,595,3
3693,596,1
3694,596,2
3695,596,3
3696,596,4
3697,572,6
3698,573,6
3699,597,1
3700,597,2
3701,597,3
3702,597,4
3703,582,1
3704,582,2
3705,582,3
3706,582,4
3707,582,5
3708,589,1
3709,589,2
3710,589,3
3711,589,4
3712,588,6
3713,588,1
3714,588,2
3715,588,3
3716,587,1
3717,587,2
3718,587,3
3719,620,1
3720,620,2
3721,620,3
3722,600,6
3723,600,1
3724,600,2
3725,600,3
3726,600,4
3727,612,6
3728,612,1
3729,612,2
3730,612,3
3731,612,4
3732,607,1
3733,607,2
3734,607,3
3735,615,6
3736,615,1
3737,615,2
3738,615,3
3739,615,5
3740,617,6
3741,617,1
3742,617,2
3743,617,3
3744,616,6
3745,616,1
3746,616,2
3747,616,3
3748,616,5
3749,618,6
3750,618,1
3751,618,2
3752,618,3
3753,618,5
3754,622,1
3755,622,2
3756,622,3
3757,604,1
3758,604,2
3759,604,3
3760,604,4
3761,599,6
3762,606,6
3763,606,1
3764,606,3
3765,619,1
3766,619,2
3767,619,3
3768,609,6
3769,609,1
3770,609,2
3771,609,3
3772,602,1
3773,602,2
3774,602,3
3775,602,4
3776,601,1
3777,601,2
3778,601,3
3779,608,6
3780,608,1
3781,608,2
3782,608,3
3783,608,4
3784,621,6
3785,598,1
3786,598,2
3787,598,3
3788,598,4
3789,598,5
3790,610,6
3791,610,1
3792,610,3
3793,603,1
3794,603,2
3795,603,3
3796,603,4
3797,603,5
3798,620,1
3799,620,2
3800,620,3
3801,600,6
3802,600,1
3803,600,2
3804,600,3
3805,600,4
3806,612,6
3807,612,1
3808,612,2
3809,612,3
3810,612,4
3811,607,1
3812,607,2
3813,607,3
3814,615,6
3815,615,1
3816,615,2
3817,615,3
3818,615,5
3819,617,6
3820,617,1
3821,617,2
3822,617,3
3823,616,6
3824,616,1
3825,616,2
3826,616,3
3827,616,5
3828,618,6
3829,618,1
3830,618,2
3831,618,3
3832,618,5
3833,622,1
3834,622,2
3835,622,3
3836,604,1
3837,604,2
3838,604,3
3839,604,4
3840,599,6
3841,606,6
3842,606,1
3843,606,3
3844,619,1
3845,619,2
3846,619,3
3847,609,6
3848,609,1
3849,609,2
3850,609,3
3851,602,1
3852,602,2
3853,602,3
3854,602,4
3855,601,1
3856,601,2
3857,601,3
3858,608,6
3859,608,1
3860,608,2
3861,608,3
3862,608,4
3863,621,6
3864,598,1
3865,598,2
3866,598,3
3867,598,4
3868,598,5
3869,610,6
3870,610,1
3871,610,3
3872,603,1
3873,603,2
3874,603,3
3875,603,4
3876,603,5
3877,629,6
3878,629,1
3879,629,2
3880,629,3
3881,629,4
3882,640,4
3883,640,5
3884,622,4
3885,627,1
3886,627,2
3887,627,3
3888,626,1
3889,626,2
3890,626,3
3891,625,1
3892,625,2
3893,625,3
3894,625,4
3895,643,6
3896,643,1
3897,643,3
3898,645,6
3899,645,1
3900,645,2
3901,645,3
3902,645,4
3903,646,1
3904,636,6
3905,636,1
3906,636,2
3907,636,3
3908,630,1
3909,630,2
3910,630,3
3911,630,4
3912,630,5
3913,631,1
3914,631,2
3915,631,3
3916,631,4
3917,631,5
3918,635,6
3919,635,1
3920,635,2
