id,bsf_scheme_id,bsf_stage_id
1768,479,2
1769,479,3
1770,474,2
1771,474,3
1772,488,1
1773,488,2
1774,488,3
1775,481,2
1776,481,3
1777,458,3
1778,463,3
1779,462,3
1780,465,3
1781,466,2
1782,466,3
1783,468,2
1784,468,3
1785,469,2
1786,469,3
1787,467,2
1788,467,3
1789,470,2
1790,470,3
1791,472,2
1792,472,3
1793,489,1
1794,489,2
1795,489,3
1796,486,2
1797,486,3
1798,487,2
1799,487,3
1800,485,2
1801,485,3
1802,471,1
1803,471,2
1804,471,3
1805,464,3
1806,457,3
1807,459,3
1808,461,3
1809,460,3
1810,473,2
1811,473,3
1812,478,1
1813,478,2
1814,478,3
1815,475,2
1816,475,3
1817,490,2
1818,490,3
1819,477,1
1820,477,2
1821,477,3
1822,476,3
1823,514,1
1824,514,2
1825,514,3
1826,493,3
1827,502,2
1828,502,3
1829,507,1
1830,507,2
1831,507,3
1832,492,1
1833,506,1
1834,506,2
1835,506,3
1836,511,2
1837,511,3
1838,518,2
1839,518,3
1840,522,2
1841,522,3
1842,520,2
1843,520,3
1844,521,2
1845,521,3
1846,496,2
1847,516,2
1848,516,3
1849,500,2
1850,500,3
1851,504,1
1852,504,2
1853,523,2
1854,523,3
1855,512,2
1856,512,3
1857,508,2
1858,508,3
1859,505,2
1860,505,3
1861,498,1
1862,498,2
1863,498,3
1864,499,1
1865,499,2
1866,499,3
1867,497,1
1868,497,2
1869,497,3
1870,515,2
1871,515,3
1872,519,2
1873,519,3
1874,491,3
1875,517,2
1876,517,3
1877,510,2
1878,510,3
1879,503,2
1880,503,3
1881,494,2
1882,494,3
1883,495,2
1884,495,3
1885,513,2
1886,513,3
1887,501,1
1888,501,2
1889,509,2
1890,509,3
1891,514,1
1892,514,2
1893,514,3
1894,493,3
1895,502,2
1896,502,3
1897,507,1
1898,507,2
1899,507,3
1900,492,1
1901,506,1
1902,506,2
1903,506,3
1904,511,2
1905,511,3
1906,518,2
1907,518,3
1908,522,2
1909,522,3
1910,520,2
1911,520,3
1912,521,2
1913,521,3
1914,496,2
1915,516,2
1916,516,3
1917,500,2
1918,500,3
1919,504,1
1920,504,2
1921,523,2
1922,523,3
1923,512,2
1924,512,3
1925,508,2
1926,508,3
1927,505,2
1928,505,3
1929,498,1
1930,498,2
1931,498,3
1932,499,1
1933,499,2
1934,499,3
1935,497,1
1936,497,2
1937,497,3
1938,515,2
1939,515,3
1940,519,2
1941,519,3
1942,491,3
1943,517,2
1944,517,3
1945,510,2
1946,510,3
1947,503,2
1948,503,3
1949,494,2
1950,494,3
1951,495,2
1952,495,3
1953,513,2
1954,513,3
1955,501,1
1956,501,2
1957,509,2
1958,509,3
1959,527,2
1960,527,3
1961,549,2
1962,549,3
1963,547,1
1964,547,2
1965,547,3
1966,546,2
1967,546,3
1968,550,3
1969,553,2
1970,553,3
1971,525,2
1972,525,3
1973,526,2
1974,526,3
1975,558,2
1976,557,1
1977,557,2
1978,557,3
1979,556,1
1980,556,2
1981,556,3
1982,555,2
1983,555,3
1984,554,2
1985,554,3
1986,552,1
1987,529,1
1988,529,2
1989,529,3
1990,530,1
1991,530,2
1992,530,3
1993,545,2
1994,545,3
1995,544,2
1996,544,3
1997,543,2
1998,543,3
1999,537,2
2000,537,3
2001,536,2
2002,536,3
2003,535,2
2004,535,3
2005,538,2
2006,538,3
2007,533,2
2008,533,3
2009,532,2
2010,532,3
2011,540,2
2012,540,3
2013,534,2
2014,534,3
2015,541,2
2016,541,3
2017,539,2
2018,539,3
2019,542,2
2020,542,3
2021,531,2
2022,531,3
2023,524,2
2024,524,3
2025,528,2
2026,528,3
2027,548,2
2028,548,3
2029,527,2
2030,527,3
2031,549,2
2032,549,3
2033,547,1
2034,547,2
2035,547,3
2036,546,2
2037,546,3
2038,550,3
2039,553,2
2040,553,3
2041,525,2
2042,525,3
2043,526,2
2044,526,3
2045,558,2
2046,557,1
2047,557,2
2048,557,3
2049,556,1
2050,556,2
2051,556,3
2052,555,2
2053,555,3
2054,554,2
2055,554,3
2056,552,1
2057,529,1
2058,529,2
2059,529,3
2060,530,1
2061,530,2
2062,530,3
2063,545,2
2064,545,3
2065,544,2
2066,544,3
2067,543,2
2068,543,3
2069,537,2
2070,537,3
2071,536,2
2072,536,3
2073,535,2
2074,535,3
2075,538,2
2076,538,3
2077,533,2
2078,533,3
2079,532,2
2080,532,3
2081,540,2
2082,540,3
2083,534,2
2084,534,3
2085,541,2
2086,541,3
2087,539,2
2088,539,3
2089,542,2
2090,542,3
2091,531,2
2092,531,3
2093,524,2
2094,524,3
2095,528,2
2096,528,3
2097,548,2
2098,548,3
2099,575,3
2100,590,1
2101,590,2
2102,590,3
2103,581,2
2104,581,3
2105,560,1
2106,560,2
2107,560,3
2108,586,2
2109,586,3
2110,577,2
2111,577,3
2112,585,2
2113,585,3
2114,584,2
2115,584,3
2116,583,2
2117,583,3
2118,567,2
2119,576,2
2120,576,3
2121,580,1
2122,580,2
2123,568,2
2124,568,3
2125,559,2
2126,559,3
2127,579,2
2128,579,3
2129,591,3
2130,566,2
2131,566,3
2132,565,1
2133,564,2
2134,558,3
2135,569,1
2136,571,1
2137,570,1
2138,572,1
2139,573,1
2140,582,2
2141,582,3
2142,561,2
2143,561,3
2144,574,1
2145,574,2
2146,574,3
2147,589,2
2148,589,3
2149,588,1
2150,588,2
2151,588,3
2152,587,1
2153,587,2
2154,587,3
2155,563,1
2156,563,2
2157,563,3
2158,562,1
2159,562,2
2160,562,3
2161,578,2
2162,578,3
2163,575,3
2164,590,1
2165,590,2
2166,590,3
2167,581,2
2168,581,3
2169,560,1
2170,560,2
2171,560,3
2172,586,2
2173,586,3
2174,577,2
2175,577,3
2176,585,2
2177,585,3
2178,584,2
2179,584,3
2180,583,2
2181,583,3
2182,567,2
2183,576,2
2184,576,3
2185,580,1
2186,580,2
2187,568,2
2188,568,3
2189,559,2
2190,559,3
2191,579,2
2192,579,3
2193,591,3
2194,566,2
2195,566,3
2196,565,1
2197,564,2
2198,558,3
2199,569,1
2200,571,1
2201,570,1
2202,572,1
2203,573,1
2204,582,2
2205,582,3
2206,561,2
2207,561,3
2208,574,1
2209,574,2
2210,574,3
2211,589,2
2212,589,3
2213,588,1
2214,588,2
2215,588,3
2216,587,1
2217,587,2
2218,587,3
2219,563,1
2220,563,2
2221,563,3
2222,562,1
2223,562,2
2224,562,3
2225,578,2
2226,578,3
2227,620,3
2228,600,2
2229,613,2
2230,613,3
2231,612,2
2232,612,3
2233,607,3
2234,615,2
2235,615,3
2236,617,2
2237,617,3
2238,616,2
2239,616,3
2240,618,2
2241,618,3
2242,622,2
2243,622,3
2244,626,2
2245,626,3
2246,625,2
2247,625,3
2248,604,2
2249,604,3
2250,599,1
2251,599,2
2252,593,3
2253,592,2
2254,592,3
2255,606,1
2256,619,3
2257,609,2
2258,609,3
2259,602,2
2260,602,3
2261,595,2
2262,595,3
2263,596,2
2264,596,3
2265,601,2
2266,601,3
2267,608,2
2268,608,3
2269,605,2
2270,605,3
2271,623,1
2272,623,2
2273,623,3
2274,624,1
2275,621,1
2276,597,2
2277,597,3
2278,614,2
2279,614,3
2280,598,2
2281,598,3
2282,610,1
2283,610,2
2284,603,2
2285,603,3
2286,620,3
2287,600,2
2288,613,2
2289,613,3
2290,612,2
2291,612,3
2292,607,3
2293,615,2
2294,615,3
2295,617,2
2296,617,3
2297,616,2
2298,616,3
2299,618,2
2300,618,3
2301,622,2
2302,622,3
2303,626,2
2304,626,3
2305,625,2
2306,625,3
2307,604,2
2308,604,3
2309,599,1
2310,599,2
2311,593,3
2312,592,2
2313,592,3
2314,606,1
2315,619,3
2316,609,2
2317,609,3
2318,602,2
2319,602,3
2320,595,2
2321,595,3
2322,596,2
2323,596,3
2324,601,2
2325,601,3
2326,608,2
2327,608,3
2328,605,2
2329,605,3
2330,623,1
2331,623,2
2332,623,3
2333,624,1
2334,621,1
2335,597,2
2336,597,3
2337,614,2
2338,614,3
2339,598,2
2340,598,3
2341,610,1
2342,610,2
2343,603,2
2344,603,3
2345,629,1
2346,629,2
2347,629,3
2348,640,2
2349,640,3
2350,627,2
2351,627,3
2352,669,3
2353,667,3
2354,653,2
2355,653,3
2356,664,1
2357,664,2
2358,664,3
2359,643,2
2360,645,1
2361,645,2
2362,645,3
2363,646,1
2364,646,2
2365,636,2
2366,636,3
2367,672,2
2368,672,3
2369,644,1
2370,644,2
2371,644,3
2372,675,2
2373,675,3
2374,630,2
2375,630,3
2376,631,2
2377,631,3
2378,647,2
2379,647,3
2380,635,2
2381,635,3
2382,676,2
2383,676,3
2384,663,3
2385,628,2
2386,628,3
2387,637,2
2388,637,3
2389,638,1
2390,638,2
2391,639,1
2392,668,2
2393,668,3
2394,674,2
2395,674,3
2396,641,1
2397,641,2
2398,670,2
2399,670,3
2400,642,1
2401,642,2
2402,632,2
2403,632,3
2404,633,2
2405,633,3
2406,634,2
2407,634,3
2408,673,2
2409,673,3
2410,671,2
2411,671,3
2412,629,1
2413,629,2
2414,629,3
2415,640,2
2416,640,3
2417,627,2
2418,627,3
2419,669,3
2420,667,3
2421,653,2
2422,653,3
2423,664,1
2424,664,2
2425,664,3
2426,643,2
2427,645,1
2428,645,2
2429,645,3
2430,646,1
2431,646,2
2432,636,2
2433,636,3
2434,672,2
2435,672,3
2436,644,1
2437,644,2
2438,644,3
2439,675,2
2440,675,3
2441,630,2
2442,630,3
2443,631,2
2444,631,3
2445,647,2
2446,647,3
2447,635,2
2448,635,3
2449,676,2
2450,676,3
2451,663,3
2452,628,2
2453,628,3
2454,637,2
2455,637,3
2456,638,1
2457,638,2
2458,639,1
2459,668,2
2460,668,3
2461,674,2
2462,674,3
2463,641,1
2464,641,2
2465,670,2
2466,670,3
2467,642,1
2468,642,2
2469,632,2
2470,632,3
2471,633,2
2472,633,3
2473,634,2
2474,634,3
2475,673,2
2476,673,3
2477,671,2
2478,671,3
2479,692,2
2480,692,3
2481,681,2
2482,681,3
2483,701,3
2484,700,3
2485,699,2
2486,699,3
2487,686,2
2488,686,3
2489,702,2
2490,702,3
2491,703,2
2492,703,3
2493,677,2
2494,677,3
2495,694,1
2496,694,2
2497,694,3
2498,684,3
2499,693,2
2500,693,3
2501,698,2
2502,698,3
2503,678,2
2504,678,3
2505,708,1
2506,708,2
2507,708,3
2508,708,4
2509,707,2
2510,707,3
2511,685,2
2512,685,3
2513,680,2
2514,680,3
2515,682,2
2516,682,3
2517,710,1
2518,710,2
2519,691,3
2520,690,3
2521,679,2
2522,679,3
2523,705,3
2524,709,2
2525,709,3
2526,706,2
2527,706,3
2528,688,2
2529,688,3
2530,696,2
2531,696,3
2532,687,2
2533,687,3
2534,683,2
2535,683,3
2536,695,1
2537,695,2
2538,697,2
2539,697,3
2540,689,2
2541,689,3
2542,692,2
2543,692,3
2544,681,2
2545,681,3
2546,701,3
2547,700,3
2548,699,2
2549,699,3
2550,686,2
2551,686,3
2552,702,2
2553,702,3
2554,703,2
2555,703,3
2556,677,2
2557,677,3
2558,694,1
2559,694,2
2560,694,3
2561,684,3
2562,693,2
2563,693,3
2564,698,2
2565,698,3
2566,678,2
2567,678,3
2568,708,1
2569,708,2
2570,708,3
2571,708,4
2572,707,2
2573,707,3
2574,685,2
2575,685,3
2576,680,2
2577,680,3
2578,682,2
2579,682,3
2580,710,1
2581,710,2
2582,691,3
2583,690,3
2584,679,2
2585,679,3
2586,705,3
2587,709,2
2588,709,3
2589,706,2
2590,706,3
2591,688,2
2592,688,3
2593,696,2
2594,696,3
2595,687,2
2596,687,3
2597,683,2
2598,683,3
2599,695,1
2600,695,2
2601,697,2
2602,697,3
2603,689,2
2604,689,3
2605,728,1
2606,728,2
2607,721,1
2608,721,2
2609,721,3
2610,717,2
2611,717,3
2612,716,2
2613,716,3
2614,715,1
2615,715,2
2616,742,2
2617,742,3
2618,743,1
2619,743,2
2620,729,3
2621,727,1
2622,730,1
2623,730,2
2624,730,3
2625,733,1
2626,733,2
2627,733,3
2628,739,2
2629,739,3
2630,735,2
2631,735,3
2632,741,3
2633,714,1
2634,714,2
2635,714,3
2636,726,1
2637,726,2
2638,736,1
2639,736,2
2640,736,3
2641,740,2
2642,740,3
2643,734,2
2644,734,3
2645,732,2
2646,732,3
2647,731,1
2648,737,1
2649,737,2
2650,737,3
2651,738,1
2652,738,2
2653,738,3
2654,713,2
2655,713,3
2656,712,2
2657,712,3
2658,711,1
2659,722,3
2660,723,2
2661,723,3
2662,724,2
2663,724,3
2664,725,2
2665,725,3
2666,718,1
2667,718,2
2668,719,1
2669,719,2
2670,719,3
2671,720,2
2672,720,3
2673,728,1
2674,728,2
2675,721,1
2676,721,2
2677,721,3
2678,717,2
2679,717,3
2680,716,2
2681,716,3
2682,715,1
2683,715,2
2684,742,2
2685,742,3
2686,743,1
2687,743,2
2688,729,3
2689,727,1
2690,730,1
2691,730,2
2692,730,3
2693,733,1
2694,733,2
2695,733,3
2696,739,2
2697,739,3
2698,735,2
2699,735,3
2700,741,3
2701,714,1
2702,714,2
2703,714,3
2704,726,1
2705,726,2
2706,736,1
2707,736,2
2708,736,3
2709,740,2
2710,740,3
2711,734,2
2712,734,3
2713,732,2
2714,732,3
2715,731,1
2716,737,1
2717,737,2
2718,737,3
2719,738,1
2720,738,2
2721,738,3
2722,713,2
2723,713,3
2724,712,2
2725,712,3
2726,711,1
2727,722,3
2728,723,2
2729,723,3
2730,724,2
2731,724,3
2732,725,2
2733,725,3
2734,718,1
2735,718,2
2736,719,1
2737,719,2
2738,719,3
2739,720,2
2740,720,3
2741,749,3
2742,747,3
2743,757,2
2744,757,3
2745,758,2
2746,758,3
2747,769,2
2748,769,3
2749,768,1
2750,768,2
2751,767,1
2752,767,2
2753,767,3
2754,767,4
2755,766,1
2756,766,2
2757,766,3
2758,766,4
2759,765,3
2760,755,3
2761,772,2
2762,772,3
2763,772,4
2764,750,2
2765,750,3
2766,773,3
2767,776,1
2768,776,2
2769,774,2
2770,774,3
2771,761,3
2772,762,2
2773,762,3
2774,778,3
2775,754,1
2776,754,2
2777,754,3
2778,744,3
2779,745,3
2780,746,2
2781,746,3
2782,775,1
2783,775,2
2784,775,3
2785,780,1
2786,780,2
2787,780,3
2788,780,4
2789,779,1
2790,779,2
2791,779,3
2792,779,4
2793,764,2
2794,764,3
2795,771,1
2796,771,2
2797,771,3
2798,751,2
2799,751,3
2800,751,4
2801,752,3
2802,777,3
2803,753,3
2804,753,4
2805,749,3
2806,747,3
2807,757,2
2808,757,3
2809,758,2
2810,758,3
2811,769,2
2812,769,3
2813,768,1
2814,768,2
2815,767,1
2816,767,2
2817,767,3
2818,767,4
2819,766,1
2820,766,2
2821,766,3
2822,766,4
2823,765,3
2824,755,3
2825,772,2
2826,772,3
2827,772,4
2828,750,2
2829,750,3
2830,773,3
2831,776,1
2832,776,2
2833,774,2
2834,774,3
2835,761,3
2836,762,2
2837,762,3
2838,778,3
2839,754,1
2840,754,2
2841,754,3
2842,744,3
2843,745,3
2844,746,2
2845,746,3
2846,775,1
2847,775,2
2848,775,3
2849,780,1
2850,780,2
2851,780,3
2852,780,4
2853,779,1
2854,779,2
2855,779,3
2856,779,4
2857,764,2
2858,764,3
2859,771,1
2860,771,2
2861,771,3
2862,751,2
2863,751,3
2864,751,4
2865,752,3
2866,777,3
2867,753,3
2868,753,4
2869,794,3
2870,806,1
2871,806,2
2872,806,3
2873,807,1
2874,807,2
2875,807,3
2876,810,2
2877,810,3
2878,809,2
2879,809,3
2880,811,1
2881,811,2
2882,811,3
2883,781,2
2884,781,3
2885,790,1
2886,790,2
2887,790,3
2888,798,1
2889,798,2
2890,798,3
2891,798,4
2892,791,1
2893,791,2
2894,791,3
2895,796,3
2896,796,4
2897,788,1
2898,788,2
2899,788,3
2900,788,4
2901,787,1
2902,787,2
2903,787,3
2904,787,4
2905,792,1
2906,792,2
2907,792,3
2908,804,1
2909,804,2
2910,800,1
2911,800,2
2912,789,1
2913,789,2
2914,789,3
2915,789,4
2916,785,3
2917,782,2
2918,782,3
2919,808,1
2920,808,2
2921,808,3
2922,797,3
2923,813,1
2924,813,2
2925,813,3
2926,786,3
2927,803,1
2928,803,2
2929,803,3
2930,802,1
2931,802,2
2932,802,3
2933,805,1
2934,805,2
2935,805,3
2936,799,1
2937,799,2
2938,814,2
2939,814,3
2940,794,3
2941,806,1
2942,806,2
2943,806,3
2944,807,1
2945,807,2
2946,807,3
2947,810,2
2948,810,3
2949,809,2
2950,809,3
2951,811,1
2952,811,2
2953,811,3
2954,781,2
2955,781,3
2956,790,1
2957,790,2
2958,790,3
2959,798,1
2960,798,2
2961,798,3
2962,798,4
2963,791,1
2964,791,2
2965,791,3
2966,796,3
2967,796,4
2968,788,1
2969,788,2
2970,788,3
2971,788,4
2972,787,1
2973,787,2
2974,787,3
2975,787,4
2976,792,1
2977,792,2
2978,792,3
2979,804,1
2980,804,2
2981,800,1
2982,800,2
2983,789,1
2984,789,2
2985,789,3
2986,789,4
2987,785,3
2988,782,2
2989,782,3
2990,808,1
2991,808,2
2992,808,3
2993,797,3
2994,813,1
2995,813,2
2996,813,3
2997,786,3
2998,803,1
2999,803,2
3000,803,3
3001,802,1
3002,802,2
3003,802,3
3004,805,1
3005,805,2
3006,805,3
3007,799,1
3008,799,2
3009,814,2
3010,814,3
3011,830,2
3012,830,3
3013,816,3
3014,840,2
3015,840,3
3016,838,2
3017,838,3
3018,842,3
3019,839,2
3020,839,3
3021,844,1
3022,844,2
3023,844,3
3024,844,4
3025,848,1
3026,848,2
3027,848,3
3028,847,1
3029,847,2
3030,847,3
3031,847,4
3032,828,2
3033,828,3
3034,828,4
3035,845,3
3036,821,3
3037,846,3
3038,846,4
3039,818,1
3040,818,2
3041,818,3
3042,822,3
3043,823,3
3044,825,3
3045,824,3
3046,827,2
3047,827,3
3048,817,1
3049,817,2
3050,817,3
3051,819,1
3052,819,2
3053,819,3
3054,826,1
3055,826,2
3056,826,3
3057,841,3
3058,843,1
3059,843,2
3060,829,1
3061,829,2
3062,829,3
3063,836,1
3064,836,2
3065,836,3
3066,835,1
3067,835,2
3068,835,3
3069,834,1
3070,834,2
3071,834,3
3072,833,1
3073,833,2
3074,833,3
3075,832,1
3076,832,2
3077,832,3
3078,831,1
3079,831,2
3080,831,3
3081,830,2
3082,830,3
3083,816,3
3084,840,2
3085,840,3
3086,838,2
3087,838,3
3088,842,3
3089,839,2
3090,839,3
3091,844,1
3092,844,2
3093,844,3
3094,844,4
3095,848,1
3096,848,2
3097,848,3
3098,847,1
3099,847,2
3100,847,3
3101,847,4
3102,828,2
3103,828,3
3104,828,4
3105,845,3
3106,821,3
3107,846,3
3108,846,4
3109,818,1
3110,818,2
3111,818,3
3112,822,3
3113,823,3
3114,825,3
3115,824,3
3116,827,2
3117,827,3
3118,817,1
3119,817,2
3120,817,3
3121,819,1
3122,819,2
3123,819,3
3124,826,1
3125,826,2
3126,826,3
3127,841,3
3128,843,1
3129,843,2
3130,829,1
3131,829,2
3132,829,3
3133,836,1
3134,836,2
3135,836,3
3136,835,1
3137,835,2
3138,835,3
3139,834,1
3140,834,2
3141,834,3
3142,833,1
3143,833,2
3144,833,3
3145,832,1
3146,832,2
3147,832,3
3148,831,1
3149,831,2
3150,831,3
3151,849,1
3152,849,2
3153,849,3
3154,849,4
3155,852,2
3156,848,4
3157,850,2
3158,853,1
3159,853,2
3160,853,3
3161,853,4
3162,854,2
3163,854,3
3164,854,4
3165,855,2
3166,855,3
3167,855,4
3168,856,1
3169,856,2
3170,856,3
3171,856,4
3172,859,1
3173,859,2
3174,859,3
3175,861,2
3176,861,3
3177,863,1
3178,863,2
3179,863,3
3180,863,4
3181,864,3
3182,866,1
3183,866,2
3184,866,3
3185,867,1
3186,867,2
3187,867,3
3188,868,2
3189,868,3
3190,869,2
3191,869,3
3192,870,1
3193,870,2
3194,871,2
3195,871,3
3196,873,3
3197,874,3
3198,875,2
3199,875,3
3200,876,3
3201,877,3
3202,879,1
3203,879,2
3204,857,3
3205,858,2
3206,858,3
3207,880,3
3208,881,1
3209,881,2
3210,865,3
3211,878,3
3212,878,4
3213,849,1
3214,849,2
3215,849,3
3216,849,4
3217,852,2
3218,848,4
3219,850,2
3220,853,1
3221,853,2
3222,853,3
3223,853,4
3224,854,2
3225,854,3
3226,854,4
3227,855,2
3228,855,3
3229,855,4
3230,856,1
3231,856,2
3232,856,3
3233,856,4
3234,859,1
3235,859,2
3236,859,3
3237,861,2
3238,861,3
3239,863,1
3240,863,2
3241,863,3
3242,863,4
3243,864,3
3244,866,1
3245,866,2
3246,866,3
3247,867,1
3248,867,2
3249,867,3
3250,868,2
3251,868,3
3252,869,2
3253,869,3
3254,870,1
3255,870,2
3256,871,2
3257,871,3
3258,873,3
3259,874,3
3260,875,2
3261,875,3
3262,876,3
3263,877,3
3264,879,1
3265,879,2
3266,857,3
3267,858,2
3268,858,3
3269,880,3
3270,881,1
3271,881,2
3272,865,3
3273,878,3
3274,878,4
3275,882,2
3276,882,3
3277,885,2
3278,885,3
3279,886,2
3280,886,3
3281,886,4
3282,887,1
3283,887,2
3284,888,1
3285,888,2
3286,888,3
3287,888,4
3288,889,1
3289,889,2
3290,890,1
3291,890,2
3292,890,3
3293,890,4
3294,892,2
3295,892,3
3296,893,2
3297,893,3
3298,895,2
3299,895,3
3300,896,2
3301,896,3
3302,897,2
3303,897,3
3304,898,1
3305,898,2
3306,898,3
3307,899,2
3308,899,3
3309,900,2
3310,900,3
3311,901,2
3312,901,3
3313,901,4
3314,894,1
3315,894,2
3316,902,3
3317,903,3
3318,903,4
3319,904,1
3320,904,2
3321,891,2
3322,891,3
3323,905,1
3324,905,2
3325,905,3
3326,905,4
3327,906,3
3328,907,1
3329,907,2
3330,907,3
3331,907,4
3332,1024,1
3333,1024,2
3334,1024,3
3335,1025,2
3336,1025,3
3337,1025,4
3338,882,2
3339,882,3
3340,885,2
3341,885,3
3342,886,2
3343,886,3
3344,886,4
3345,887,1
3346,887,2
3347,888,1
3348,888,2
3349,888,3
3350,888,4
3351,889,1
3352,889,2
3353,890,1
3354,890,2
3355,890,3
3356,890,4
3357,892,2
3358,892,3
3359,893,2
3360,893,3
3361,895,2
3362,895,3
3363,896,2
3364,896,3
3365,897,2
3366,897,3
3367,898,1
3368,898,2
3369,898,3
3370,899,2
3371,899,3
3372,900,2
3373,900,3
3374,901,2
3375,901,3
3376,901,4
3377,894,1
3378,894,2
3379,902,3
3380,903,3
3381,903,4
3382,904,1
3383,904,2
3384,891,2
3385,891,3
3386,905,1
3387,905,2
3388,905,3
3389,905,4
3390,906,3
3391,907,1
3392,907,2
3393,907,3
3394,907,4
3395,1024,1
3396,1024,2
3397,1024,3
3398,1025,2
3399,1025,3
3400,1025,4
